nkd2007,naziv_opcine,oib,mbs,status,sud_id_nadlezan,sud_id_sluzba,postupak,ino_podruznica,stecajna_masa,likvidacijska_masa,datum_osnivanja,datum_brisanja,sud_id_brisanja,tvrtka_kod_brisanja,poslovni_broj_brisanja,mb,glavna_djelatnost,glavna_podruznica_rbr,mbs_brisanog_subjekta,sifra_zupanije,naziv_zupanije,sifra_opcine,sifra_naselja,naziv_naselja,sifra_ulice,ulica,kucni_broj,kucni_podbroj,drzava_id,naselje_van_sifrarnika,postanski_broj,ime,name,nkd2002,county,municip,size,owner_type,owner_source,cap_source,emp_hour,month_work,revenue_2021,revenue_2022,profit_2021,profit_2022,asset_2021,asset_2022,population_total,nkd2007_name
6920,Bilje,51415389233,30197955,1,3,3,1,0,0,0,2018-01-09T23:00:00Z,,,,,4842383,6920,,,14,Osječko-baranjska županija,213,2925,Bilje,29250004,Ulica kralja Zvonimira,61,,,,,SZS6 j.d.o.o.,SZS6 J.D.O.O.,74120,14,21,1,21,1,100,0,12,40600,62541,29935,49327,120696,167087,4772,"69.20 Accounting, bookkeeping and auditing activities; tax consultancy"
6920,Bilje,78914413816,30060967,1,3,3,1,0,0,0,1998-06-28T22:00:00Z,,,,,1382349,7729,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040003,Ulica Ferenca Kiša,7,,55,,,ZLATNA ŠKOLJKA d.o.o.,ZLATNA ŠKOLJKA D.O.O.,00000,14,21,1,21,1,100,4,12,852178,887088,90991,15596,1387463,1017157,4772,"69.20 Accounting, bookkeeping and auditing activities; tax consultancy"
6920,Bilje,91610644122,30107081,1,3,3,1,0,0,0,2010-02-22T23:00:00Z,,,,,2615568,6920,,,14,Osječko-baranjska županija,213,36471,Lug,364710003,Ulica Šandora Petefija,138,,,,,PONDERA EXITUS d.o.o.,PONDERA EXITUS D.O.O.,74120,14,21,1,21,1,100,1,12,301475,422783,112177,87254,389372,490078,4772,"69.20 Accounting, bookkeeping and auditing activities; tax consultancy"
6920,Kneževi Vinogradi,42093120464,30029715,1,3,3,1,0,0,0,1994-12-29T23:00:00Z,,,,,1001680,,,,14,Osječko-baranjska županija,1953,73431,Zmajevac,734310002,Maršala Tita,191,b,,,,,PAPP D.O.O.,74120,14,195,1,21,1,100,0,12,110528,135153,38906,46699,100607,103676,3357,"69.20 Accounting, bookkeeping and auditing activities; tax consultancy"
6920,Kneževi Vinogradi,83403187708,30094233,1,3,3,1,0,0,0,2007-10-09T22:00:00Z,,,,,2289687,,,,14,Osječko-baranjska županija,1953,29297,Kneževi Vinogradi,292970009,Ul. 8. marta,83,,,,,ČISTO d.o.o.,ČISTO D.O.O.,74120,14,195,1,21,1,100,3,12,304777,310954,2812,10251,74887,107335,3357,"69.20 Accounting, bookkeeping and auditing activities; tax consultancy"
7021,Bilje,17654522490,30230567,1,3,3,1,0,0,0,2020-03-02T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250037,Zagrebačka ulica,8,,,,,FAD Consulting j.d.o.o.,FAD CONSULTING J.D.O.O.,00000,14,21,1,21,1,100,0,12,166353,92827,52351,4696,72789,71299,4772,70.21 Public relations and communication activities
7022,Bilje,55184325670,30167822,1,3,3,1,0,0,0,2015-12-13T23:00:00Z,,,,,4471865,7022,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040003,Ulica Ferenca Kiša,7,,,,,POGLeD d.o.o.,POGLED D.O.O.,74140,14,21,1,21,1,0,2,12,208008,72680,-35942,-52318,133535,56465,4772,70.22 Business and other management consultancy activities
7022,Bilje,71821964943,30143527,1,3,3,1,0,0,0,2014-03-02T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040003,Ulica Ferenca Kiša,7,,55,,,Q-CRO d.o.o.,Q-CRO D.O.O.,74140,14,21,1,21,1,0,2,12,836760,80240,98872,-101515,58748,23129,4772,70.22 Business and other management consultancy activities
7022,Bilje,79330428794,30241067,1,3,3,1,0,0,0,2021-01-21T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250014,Vukovarska ulica,28,,,,,MELLIFERA d.o.o.,MELLIFERA D.O.O.,00000,14,21,1,21,1,100,0,12,,57000,-4256,7581,15745,33481,4772,70.22 Business and other management consultancy activities
7022,Bilje,99733772606,30138122,1,3,3,1,0,0,0,2013-10-14T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250033,Ulica Josipa Jurja Strossmayera,10,,55,,,A.PROJEKT OSIJEK d.o.o.,A.PROJEKT OSIJEK D.O.O.,74140,14,21,1,21,1,100,0,12,,54247,-4290,18277,76663,104637,4772,70.22 Business and other management consultancy activities
7022,Draž,42468550921,30086485,1,3,3,1,0,0,0,2006-03-13T23:00:00Z,,,,,2054361,,,,14,Osječko-baranjska županija,914,15377,Duboševica,153770001,Trg hrvatske mladeži,1,,55,,,TOLEDO d.o.o.,TOLEDO D.O.O.,74140,14,91,1,21,1,0,0,12,1e+05,88000,262,-84848,1041115,945358,1949,70.22 Business and other management consultancy activities
7022,Draž,44726554648,30200954,1,3,3,1,0,0,0,2018-03-15T23:00:00Z,,,,,4882563,7022,,,14,Osječko-baranjska županija,914,1589,Batina,15890020,Vladimira Nazora,61,,,,,SO CONSULTING d.o.o.,SO CONSULTING D.O.O.,00000,14,91,1,21,1,0,0,12,,,-1887,-8729,312172,303082,1949,70.22 Business and other management consultancy activities
7022,Erdut,10274049983,30093302,1,3,3,1,0,0,0,2007-08-08T22:00:00Z,,,,,2264196,7022,,,14,Osječko-baranjska županija,1104,10197,Dalj,101970003,Bana Josipa Jelačića,1,,55,,,PODUZETNIČKI CENTAR d.o.o.,PODUZETNIČKI CENTAR D.O.O.,74140,14,110,1,11,1,100,7,12,1868333,1290611,82232,152046,1387654,1381321,5436,70.22 Business and other management consultancy activities
7022,Erdut,23274249807,30111419,1,3,3,1,0,0,0,2010-12-21T23:00:00Z,,,,,2726629,7022,,,14,Osječko-baranjska županija,1104,10197,Dalj,101970007,Josipa Astaloša,33,,55,,,PANGO d.o.o.,PANGO D.O.O.,74140,14,110,1,21,1,100,1,12,83435,85800,2814,4614,15178,20573,5436,70.22 Business and other management consultancy activities
7022,Erdut,70749365243,30193948,1,3,3,1,0,0,0,2017-10-04T22:00:00Z,,,,,4792084,7022,,,14,Osječko-baranjska županija,1104,108,Aljmaš,1080031,Željka Svaline,11,,,,,EKO CONSULT d.o.o.,EKO CONSULT D.O.O.,74140,14,110,1,21,1,100,1,12,,200001,-23794,-15792,733846,1004635,5436,70.22 Business and other management consultancy activities
7022,Erdut,93732781264,30218657,1,3,3,1,0,0,0,2019-05-19T22:00:00Z,,,,,5102839,7022,,,14,Osječko-baranjska županija,1104,16446,Erdut,,Put za Paunovaču,12,,,,,Briginac d.o.o.,BRIGINAC D.O.O.,00000,14,110,1,21,1,100,1,12,585671,490170,141809,6308,358302,349226,5436,70.22 Business and other management consultancy activities
7022,Erdut,94888993182,30261327,1,3,3,1,0,0,0,2022-06-01T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1104,108,Aljmaš,1080041,Aljmaška planina,21,,55,,,Agro-KPI d.o.o.,AGRO-KPI D.O.O.,00000,14,110,1,21,1,100,0,7,,359010,,277430,,439675,5436,70.22 Business and other management consultancy activities
7022,Erdut,97372837197,30261087,1,3,3,1,0,0,0,2022-05-23T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1104,2801,Bijelo Brdo,28010006,Nikole Tesle,62,,55,,,JDB CONSULTING d.o.o.,JDB CONSULTING D.O.O. ZA TRGOVINU I USLUGE,00000,14,110,1,21,1,100,0,7,,219499,,56482,,113838,5436,70.22 Business and other management consultancy activities
7022,Kneževi Vinogradi,17653370550,30228977,1,3,3,1,0,0,0,2020-01-16T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1953,29297,Kneževi Vinogradi,292970009,Ul. 8. marta,47,,55,,,Sagitta Consulting d.o.o.,SAGITTA CONSULTING D.O.O.,00000,14,195,1,21,1,100,0,12,46767,43969,-5591,8997,27691,38168,3357,70.22 Business and other management consultancy activities
7111,Draž,67204437833,30186904,1,3,3,1,0,0,0,2017-04-17T22:00:00Z,,,,,4711904,7111,,,14,Osječko-baranjska županija,914,1589,Batina,15890015,Planina zapad,9,,,,,ZMB j.d.o.o.,ZMB J.D.O.O.,74200,14,91,1,21,1,100,0,12,10050,10694,159,1521,93662,87234,1949,71.11 Architectural activities
7112,Bilje,34599433971,30239507,1,3,3,1,0,0,0,2020-12-01T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250005,Ulica bijelog lopoča,24,,,,,INGENIARIUS d.o.o.,INGENIARIUS J.D.O.O.,00000,14,21,1,21,1,100,1,12,120000,120000,21109,8474,40672,51087,4772,71.12 Engineering activities and related technical consultancy
7112,Bilje,69932347882,30213653,1,3,3,1,0,0,0,2019-01-08T23:00:00Z,,,,,5031583,7112,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040003,Ulica Ferenca Kiša,6,,,,,PŽ MONTAŽA j.d.o.o.,PŽ MONTAŽA J.D.O.O.,00000,14,21,1,21,1,100,5,12,1661246,517105,40636,-147110,214785,207851,4772,71.12 Engineering activities and related technical consultancy
7112,Bilje,88001851350,30267632,1,3,3,1,0,0,0,2022-11-01T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250019,Ulica Lajoša Košuta,12,,,,,NAGATTI d.o.o.,NAGATTI D.O.O.,00000,14,21,1,21,1,100,0,2,,,,,,20000,4772,71.12 Engineering activities and related technical consultancy
7120,Bilje,85221096784,30142698,1,3,3,1,0,0,0,2014-02-09T23:00:00Z,,,,,4165942,7120,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040015,Biljska šuma,1,,55,,,BIO-LOGIN d.o.o.,BIO LOGIN D.O.O.,74300,14,21,1,21,1,100,0,12,9871,,-37401,-26972,1070475,1036130,4772,71.20 Technical testing and analysis
7120,Draž,25411521044,30234998,1,3,3,1,0,0,0,2020-08-19T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,914,1589,Batina,15890015,Planina zapad,173,,55,,,NOVA BiB d.o.o.,NOVA BIB D.O.O.,00000,14,91,1,21,1,100,0,12,816330,938273,690080,723130,787754,1111575,1949,71.20 Technical testing and analysis
7219,Bilje,64783243762,30072242,1,3,3,1,0,0,0,2002-02-21T23:00:00Z,,,,,1613430,,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040009,Ulica Šandora Petefija,15,,,,,TECHNOLOGICA d.o.o.,TECHNOLOGICA D.O.O.,73101,14,21,1,21,1,100,0,12,,12,-1580,-1223,74194,72959,4772,72.19 Other research and experimental development on natural sciences and engineering
7311,Kneževi Vinogradi,19342651505,30117557,1,3,3,1,0,0,0,2011-11-21T23:00:00Z,,,,,2818914,7311,,,14,Osječko-baranjska županija,1953,27235,Kamenac,272350002,Glavna,93,,55,,,CUMPANIA d.o.o.,CUMPANIA D.O.O.,74400,14,195,1,21,1,100,0,12,15817,,10699,-4497,72734,56138,3357,73.11 Advertising agencies
7410,Bilje,83259350582,30143519,1,3,3,1,0,0,0,2014-03-02T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250016,Ulica Hrvatske vojske,46,,55,,,RAM-STUDIO d.o.o.,RAM-STUDIO D.O.O.,74870,14,21,1,21,1,100,1,12,282572,648393,28807,247020,178061,409518,4772,74.10 Specialised design activities
7410,Erdut,55516361726,30242859,1,3,3,1,0,0,0,2021-03-10T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1104,16446,Erdut,164460021,Rudina Briginac,4,,,,,STOJČIĆ d.o.o.,STOJČIĆ D.O.O.,00000,14,110,1,21,1,100,1,12,1018281,723589,584950,171030,690230,795421,5436,74.10 Specialised design activities
7420,Kneževi Vinogradi,27592167988,30200788,1,3,3,1,0,0,0,2018-03-13T23:00:00Z,,,,,4879678,7420,,,14,Osječko-baranjska županija,1953,29297,Kneževi Vinogradi,292970009,Ul. 8. marta,83,,,,,GO 2 BARANJA j.d.o.o.,GO 2 BARANJA J.D.O.O.,00000,14,195,1,21,1,100,2,12,307467,285720,30649,15223,137414,276523,3357,74.20 Photographic activities
7711,Bilje,66990555259,30093360,1,3,3,1,0,0,0,2007-08-13T22:00:00Z,,,,,2261502,7711,,,14,Osječko-baranjska županija,213,36471,Lug,364710003,Ulica Šandora Petefija,64,,,,,VACO d.o.o.,VACO D.O.O.,71100,14,21,1,21,1,100,6,12,3057084,2472998,338022,278276,15621252,16851754,4772,77.11 Rental and leasing of cars and light motor vehicles
7734,Bilje,12162874153,30247986,1,3,3,1,0,0,0,2021-07-08T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040003,Ulica Ferenca Kiša,7,,,,,D390 Yacht d.o.o.,D390 YACHT D.O.O.,00000,14,21,1,21,1,0,0,12,,,-4036,-129715,391721,1471613,4772,77.34 Rental and leasing of water transport equipment
7734,Bilje,21517864262,30158629,1,3,3,1,0,0,0,2015-04-09T22:00:00Z,,,,,4371704,7734,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040003,Ulica Ferenca Kiša,7,,55,,,TAKE IT SLOW d.o.o.,TAKE IT SLOW D.O.O.,71220,14,21,1,21,1,0,0,12,381150,1891786,-39897,287922,1584397,1927629,4772,77.34 Rental and leasing of water transport equipment
7734,Bilje,38417766550,30219297,1,3,3,1,0,0,0,2019-05-29T22:00:00Z,,,,,5110556,4690,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040003,Ulica Ferenca Kiša,7,,,,,HT Yachting d.o.o.,HT YACHTING D.O.O.,00000,17,409,1,21,1,0,0,12,1,120913,,16686,20000,2146748,4772,77.34 Rental and leasing of water transport equipment
7734,Bilje,43466721049,30239357,1,3,3,1,0,0,0,2020-11-26T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040003,Ulica Ferenca Kiša,7,,,,,RIB STORE d.o.o.,RIB STORE D.O.O.,00000,14,21,1,21,1,0,0,12,242708,882877,-35702,21273,867812,2856375,4772,77.34 Rental and leasing of water transport equipment
7734,Bilje,60140676397,110019684,1,3,3,1,0,0,0,2009-02-16T23:00:00Z,,,,,2484749,7734,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040003,Ulica Ferenca Kiša,7,,55,,,BRINE YACHTING d.o.o.,BRINE YACHTING D.O.O.,00000,14,21,1,21,1,0,0,12,1359180,1408182,93031,152970,8448312,8939241,4772,77.34 Rental and leasing of water transport equipment
7734,Bilje,68630997041,40398095,1,3,3,1,0,0,0,2019-01-07T23:00:00Z,,,,,5031435,7734,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040003,Ulica Ferenca Kiša,7,,55,,,JADRAN TURIZAM d. o. o.,JADRAN TURIZAM D. O. O.,00000,14,21,1,21,1,0,0,12,562656,769780,-413293,141817,4534761,4649462,4772,77.34 Rental and leasing of water transport equipment
7734,Bilje,78760284119,30216391,1,3,3,1,0,0,0,2019-03-24T23:00:00Z,,,,,5072379,7734,,,14,Osječko-baranjska županija,213,36471,Lug,364710003,Ulica Šandora Petefija,184,,,,,Velaris d.o.o.,VELARIS D.O.O.,00000,14,21,1,21,1,0,0,12,107304,118188,1059,-27095,464194,596630,4772,77.34 Rental and leasing of water transport equipment
7734,Bilje,79591224563,30211678,1,3,3,1,0,0,0,2018-11-19T23:00:00Z,,,,,5008069,7734,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040003,Ulica Ferenca Kiša,7,,,,,Q-YACHT d.o.o.,Q-YACHT D.O.O.,00000,14,21,2,21,1,100,7,12,11102745,13339833,368874,329972,3083101,5529441,4772,77.34 Rental and leasing of water transport equipment
7739,Bilje,60513048582,40238115,1,3,3,1,0,0,0,2007-05-03T22:00:00Z,,,,,2228076,7739,,,14,Osječko-baranjska županija,213,2925,Bilje,29250004,Ulica kralja Zvonimira,61,,55,,,BUONA FORTUNA d. o. o.,BUONA FORTUNA D. O. O.,71210,14,21,1,21,1,0,0,12,,,-233982,-25534,471006,471635,4772,"77.39 Rental and leasing of other machinery, equipment and tangible goods n.e.c."
7820,Bilje,44469259070,30253079,1,3,3,1,0,0,0,2021-11-08T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,36471,Lug,364710003,Ulica Šandora Petefija,349,,,,31328,Tallysman j. d. o. o.,TALLYSMAN J.D.O.O.,00000,14,21,1,21,1,100,1,12,,136928,-1240,34539,69,51718,4772,78.20 Temporary employment agency activities
7911,Bilje,00828425490,30108896,1,3,3,1,0,0,0,2010-06-23T22:00:00Z,,,,,2661853,7911,,,14,Osječko-baranjska županija,213,36471,Lug,364710003,Ulica Šandora Petefija,174,,55,,,DOKTOR ADRIA d.o.o.,DOKTOR ADRIA D.O.O.,63301,14,21,1,21,1,0,0,12,,,-6260,-5756,5142,3375,4772,79.11 Travel agency activities
8020,Erdut,00944880083,30258200,1,3,3,1,0,0,0,2022-03-17T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1104,108,Aljmaš,1080039,Slavka Frangeša,9,,55,,,BETASENSE d.o.o.,BETASENSE D.O.O.,00000,14,110,1,21,1,100,0,10,,246000,,122301,,241119,5436,80.20 Security systems service activities
8121,Erdut,95508689990,30185096,1,3,3,1,0,0,0,2017-03-09T23:00:00Z,,,,,4690087,8121,,,14,Osječko-baranjska županija,1104,108,Aljmaš,1080009,Rudina Stepanićevac,26,,,,,A.D.M. COMPANY j.d.o.o.,A.D.M. COMPANY J.D.O.O.,74700,14,110,1,21,1,100,1,12,225505,227980,6511,14263,156148,156214,5436,81.21 General cleaning of buildings
8122,Draž,37322363244,30133573,1,3,3,1,0,0,0,2013-06-10T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,914,14770,Draž,,Planina,365,,,,,VATRO-DIM j.d.o.o.,VATRO-DIM J.D.O.O.,74700,14,91,1,21,1,100,2,12,188788,237451,10016,14011,37472,44752,1949,81.22 Other building and industrial cleaning activities
8129,Bilje,09033208958,30162955,1,3,3,1,0,0,0,2015-08-03T22:00:00Z,,,,,4418476,8129,,,14,Osječko-baranjska županija,213,2925,Bilje,29250011,Ulica Josipa Kozarca,5,,,,,HACCP tim j.d.o.o.,HACCP TIM J.D.O.O.,74700,14,21,1,21,1,100,0,12,87950,104550,66341,76472,145735,169353,4772,81.29 Other cleaning activities
8129,Bilje,16818401381,30041867,1,3,3,1,0,0,0,1992-07-29T22:00:00Z,,,,,3935868,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250030,Ulica Šandora Petefija,109,,,,,PESTRID d.o.o.,PESTRID D.O.O.,74700,14,21,2,21,1,100,17,12,6616313,6525973,1343407,925720,7618478,7971126,4772,81.29 Other cleaning activities
8129,Erdut,42482553056,30153114,1,3,3,1,0,0,0,2014-11-19T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1104,108,Aljmaš,1080004,Trg braće Radića,15,,,,,SAUBER j.d.o.o.,SAUBER J.D.O.O,74700,14,110,1,21,1,100,1,12,165094,234368,6412,3638,49702,36653,5436,81.29 Other cleaning activities
8130,Bilje,17037077784,30264930,1,3,3,1,0,0,0,2022-09-11T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,36471,Lug,364710003,Ulica Šandora Petefija,35,,55,,,ALKAZ j.d.o.o.,ALKAZ J.D.O.O.,00000,14,21,1,21,1,100,0,4,,35377,,6656,,61851,4772,81.30 Landscape service activities
8130,Kneževi Vinogradi,49223848546,30158313,1,3,3,1,0,0,0,2015-03-31T22:00:00Z,,,,,4364155,8130,,,14,Osječko-baranjska županija,1953,29297,Kneževi Vinogradi,292970001,Glavna,82,,,,,KNEŽEVI PARKOVI d.o.o.,KNEŽEVI PARKOVI D.O.O.,01410,14,195,2,11,1,100,30,12,5669270,6250745,49763,57545,2193941,2233209,3357,81.30 Landscape service activities
8559,Bilje,86856651448,30248825,1,3,3,1,0,0,0,2021-07-28T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250014,Vukovarska ulica,37,,55,,,Select Star d.o.o.,SELECT STAR D.O.O.,00000,14,21,1,21,1,100,0,12,63040,29552,-35087,-106054,72363,33632,4772,85.59 Other education n.e.c.
8559,Draž,62344450928,80925353,1,3,3,1,0,0,0,2014-10-08T22:00:00Z,,,,,4283252,8559,,,14,Osječko-baranjska županija,914,1589,Batina,15890006,Srednja,6,,55,,,USPJEŠAN KORAK d.o.o.,USPJEŠAN KORAK D.O.O.,80420,14,91,1,21,1,0,1,12,561023,447316,37732,19542,1128020,982180,1949,85.59 Other education n.e.c.
8710,Erdut,10832811661,30254372,1,3,3,1,0,0,0,2021-12-01T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1104,2801,Bijelo Brdo,28010015,Zeleno polje,6,A,,,,DOM ZELENO POLJE j.d.o.o.,DOM ZELENO POLJE J.D.O.O.,00000,14,110,1,21,1,100,0,12,,323330,-250,13792,10,296500,5436,87.10 Residential nursing care activities
9312,Bilje,90959161901,30106458,1,3,3,1,0,0,0,2010-01-17T23:00:00Z,,,,,2604132,9312,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040003,Ulica Ferenca Kiša,7,,,,,ISTVAN d.o.o.,ISTVAN D.O.O.,92622,14,21,1,21,1,0,1,12,231555,372202,-5516,-5268,150427,145580,4772,93.12 Activities of sports clubs
9319,Draž,34456021123,30260580,1,3,3,1,0,0,0,2022-05-12T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,914,1589,Batina,15890020,Vladimira Nazora,61,,,,,CONSULTING & SCOUTING AFRICAN FOOTBALL j.d.o.o.,CONSULTING & SCOUTING AFRICAN FOOTBALL J.D.O.O.,00000,14,91,1,21,1,100,0,8,,,,-22266,,7833,1949,93.19 Other sports activities
9529,Bilje,57629671282,30206349,1,3,3,1,0,0,0,2018-07-05T22:00:00Z,,,,,4945816,9529,,,14,Osječko-baranjska županija,213,2925,Bilje,29250001,Ulica žrtava Domovinskog rata,33,,,,,PRESURA d.o.o.,PRESURA D.O.O.,00000,14,21,1,21,1,100,1,12,414957,550268,8003,-48497,275057,252718,4772,95.29 Repair of other personal and household goods
9602,Kneževi Vinogradi,16524370104,30256850,1,3,3,1,0,0,0,2022-02-17T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1953,29297,Kneževi Vinogradi,292970001,Glavna,117,A,,,31309,AURORA Beauty j. d. o. o.,AURORA BEAUTY J.D.O.O.,00000,14,195,1,21,1,100,0,11,,168169,,3877,,24003,3357,96.02 Hairdressing and other beauty treatment
9602,Kneževi Vinogradi,99874391885,30156563,1,3,3,1,0,0,0,2015-02-26T23:00:00Z,,,,,4345762,9602,,,14,Osječko-baranjska županija,1953,29297,Kneževi Vinogradi,292970001,Glavna,117,/A,55,,,GLOSS j.d.o.o.,GLOSS J.D.O.O.,93020,14,195,1,21,1,100,1,12,109640,122329,95,1470,8186,8784,3357,96.02 Hairdressing and other beauty treatment
9603,Erdut,99636194067,30038252,1,3,3,1,0,0,0,,,,,,3664767,,,,14,Osječko-baranjska županija,1104,10197,Dalj,101970022,Matije Gupca,2,,55,,,Florence d.o.o.,FLORENCE D.O.O.,00000,14,110,1,21,1,100,2,12,386649,253441,50344,-88203,298769,262825,5436,96.03 Funeral and related activities
